Date,From,Subject,Year,Month
2025-10-29 14:45:59+00:00,Kaggle <no-reply@kaggle.com>,Competition Launch: CSIRO - Image2Biomass Prediction,2025,10
2025-11-24 20:07:57+00:00,Codecademy <learn@itr.mail.codecademy.com>,LIMITED TIME ONLY: Save 60% on all annual plans,2025,11
2025-12-07 12:49:46+00:00,=?UTF-8?B?aVN0dWRpbw==?= <contact@alert.internshipstudio.com>,Result scheduling Announcement,2025,12
2025-11-06 15:51:49+00:00,"""LinkedIn"" <linkedin@em.linkedin.com>",See open jobs.,2025,11
2025-10-23 19:42:50+00:00,Kaggle <no-reply@kaggle.com>,Competition Launch: Recod.ai/LUC - Scientific Image Forgery Detection,2025,10
2025-10-26 09:30:40+00:00,Google Gemini <google-gemini-noreply@google.com>,"004 Akshaya, bring your ideas to life",2025,10
2025-11-30 09:57:35+00:00,OPERATIONS SKILL INTERN <operation@skillintern.in>,=?UTF-8?Q?=F0=9F=93=A2_Class_Alert=3A_FSWD_Class_at_6=3A00pm?=,2025,11
2025-10-21 06:08:23+00:00,"""Purdue University Online"" <updates@simplilearnmailer.com>","=?utf-8?B?R2FpbiBleHBvc3VyZSB0byBDaGF0R1BULCBPcGVuQUksIERBTEw=?=
	=?utf-8?B?wrdFLCBIdWdnaW5nIEZhY2UsIGFuZCBtb3JlIGluIFB1cmR1ZeKAmXMgQXBw?=
	=?utf-8?B?bGllZCBHZW4gQUkgU3BlY2lhbGl6YXRpb24=?=",2025,10
2025-10-28 13:30:52+00:00,SKILL INTERN | INSPIRE AI <noreply@nrichlearning.com>,=?UTF-8?Q?=F0=9F=97=93_Class_Scheduled_Alert!_?=,2025,10
2025-10-28 13:15:50+00:00,SKILL INTERN | INSPIRE AI <noreply@nrichlearning.com>,=?UTF-8?Q?=F0=9F=97=93_Class_Scheduled_Alert!_?=,2025,10
2025-10-31 06:23:24+00:00,"""Purdue University Online"" <updates@simplilearnmailer.com>","=?utf-8?B?R2FpbiBleHBvc3VyZSB0byBDaGF0R1BULCBPcGVuQUksIERBTEw=?=
	=?utf-8?B?wrdFLCBIdWdnaW5nIEZhY2UsIGFuZCBtb3JlIGluIFB1cmR1ZeKAmXMgQXBw?=
	=?utf-8?B?bGllZCBHZW4gQUkgU3BlY2lhbGl6YXRpb24=?=",2025,10
2025-12-27 05:01:04+00:00,Jia from Unstop <noreply@dare2compete.news>,=?utf-8?q?Google_is_hiring_-_Earn_a_stipend_of_=E2=82=B91=2C00=2C000!?=,2025,12
2025-10-16 16:22:49+00:00,Codecademy <learn@itr.mail.codecademy.com>,=?UTF-8?q?Don=E2=80=99t_miss_out_on_50%_off?=,2025,10
2025-10-13 16:23:44+00:00,Codecademy <learn@itr.mail.codecademy.com>,Limited-time offer: Save 50% on Pro,2025,10
2025-11-15 06:07:22+00:00,"""Purdue University Online"" <updates@simplilearnmailer.com>","=?utf-8?B?R2V0IEpvYi1SZWFkeSBpbiBHZW5lcmF0aXZlIEFJIHwgR2FpbiBF?=
	=?utf-8?B?eHBvc3VyZSB0byBDaGF0R1BULCBEQUxMwrdFIDIgJiBNb3JlIHwgQXBwbGll?=
	=?utf-8?B?ZCBHZW5lcmF0aXZlIEFJIGJ5IFB1cmR1ZQ==?=",2025,11
2025-12-22 13:56:21+00:00,Jia from Unstop <noreply@dare2compete.news>,=?utf-8?q?=5BCongrats=5D_Google_wants_you=2C_Akshaya=C2=A0-_Your_profile_is_a_match!?=,2025,12
2025-10-13 06:15:24+00:00,"""Simplilearn"" <updates@simplilearnmailer.com>","=?utf-8?B?SUlUIEthbnB1cuKAmXMgNC1Nb250aCBCbG9ja2NoYWluIFByb2dy?=
	=?utf-8?B?YW0gd2l0aCBHZW4gQUkgJiBDaGF0R1BUIFRyYWluaW5n?=",2025,10
2025-12-24 13:17:03+00:00,Jia from Unstop <noreply@dare2compete.news>,=?utf-8?q?=5BCongrats=5D=C2=A0Akshaya=2C=C2=A0work_with_Google=2C_Apple_=26_more!?=,2025,12
2025-12-26 15:11:02+00:00,Aman from Unstop <noreply@dare2compete.news>,=?utf-8?q?=E2=82=B945L+_Prize_from_NIT_Trichy=2C_IIM_Lucknow=2C_SIBM_Pune=2C_IIT_Jodhpur_=26_other_top_institutes?=,2025,12
2025-10-11 06:36:17+00:00,"""Purdue University Online"" <updates@simplilearnmailer.com>",Transform Your Business Skills with ChatGPT & CodeWhisperer - 12-Week GenAI for Business by Purdue ,2025,10
2026-01-10 07:27:22+00:00,Team Unstop <noreply@unstop.news>,=?utf-8?q?Start_your_year_with_one_of_the_India=E2=80=99s_biggest_brands!?=,2026,1
2025-10-10 16:39:00+00:00,GitHub <noreply@github.com>,"[GitHub] A first-party GitHub OAuth application has been added to
 your account",2025,10
2025-10-10 19:00:36+00:00,23dp1870001@student.hindustanuniv.ac.in,"LAST CALL: Apply For IBM Internship and Placement Mentorship Program
 for -",2025,10
2025-10-16 06:07:22+00:00,"""Purdue University Online"" <updates@simplilearnmailer.com>","=?utf-8?B?R2FpbiBleHBvc3VyZSB0byBDaGF0R1BULCBPcGVuQUksIERBTEw=?=
	=?utf-8?B?wrdFLCBIdWdnaW5nIEZhY2UsIGFuZCBtb3JlIGluIFB1cmR1ZeKAmXMgQXBw?=
	=?utf-8?B?bGllZCBHZW4gQUkgU3BlY2lhbGl6YXRpb24=?=",2025,10
2025-12-24 04:40:44+00:00,Unstop Events <updates@unstop.email>,MCQ Assessment reminder! | SAKSHAM CreditWise Challenge,2025,12
2025-10-16 18:24:24+00:00,Kaggle <no-reply@kaggle.com>,Competition Launch: CAFA 6 Protein Function Prediction,2025,10
2025-10-27 06:23:23+00:00,"""E&ICT, IIT Guwahati"" <updates@simplilearnmailer.com>","Become a Cloud & DevOps Pro - AWS, Azure, GCP, DevSecOps & More | IIT Guwahati Program ",2025,10
2025-10-12 15:33:05+00:00,Firebase <firebase-no-reply@google.com>,Welcome to Firebase,2025,10
2025-10-20 06:29:22+00:00,"""Simplilearn Webinars "" <updates@simplilearnmailer.com>",Stuck in the Data Maze?,2025,10
2025-12-12 15:05:20+00:00,Codecademy <learn@itr.mail.codecademy.com>,Last chance to save 20%,2025,12
2025-10-17 18:56:03+00:00,Kaggle <no-reply@kaggle.com>,Competition Wrap-Up: Stanford RNA 3D Folding ,2025,10
2025-10-15 13:30:55+00:00,SKILL INTERN | INSPIRE AI <noreply@nrichlearning.com>,=?UTF-8?Q?=F0=9F=97=93_Class_Scheduled_Alert!_?=,2025,10
2025-10-15 13:15:50+00:00,SKILL INTERN | INSPIRE AI <noreply@nrichlearning.com>,=?UTF-8?Q?=F0=9F=97=93_Class_Scheduled_Alert!_?=,2025,10
2025-10-28 12:59:20+00:00,Codecademy <learn@itr.mail.codecademy.com>,Dive back into Explore the 1985 Cars Dataset,2025,10
2025-10-10 18:36:00+00:00,"Microsoft account team
	<account-security-noreply@accountprotection.microsoft.com>",Your single-use code,2025,10
2025-10-17 13:30:55+00:00,SKILL INTERN | INSPIRE AI <noreply@nrichlearning.com>,=?UTF-8?Q?=F0=9F=97=93_Class_Scheduled_Alert!_?=,2025,10
2025-10-17 13:15:59+00:00,SKILL INTERN | INSPIRE AI <noreply@nrichlearning.com>,=?UTF-8?Q?=F0=9F=97=93_Class_Scheduled_Alert!_?=,2025,10
2026-01-11 14:42:08+00:00,Internshala <student@internshala.com>,=?UTF-8?Q?7+=20new=20internships=20for=20Data=20Science=20profile?=,2026,1
2025-11-24 11:03:22+00:00,"""Simplilearn Webinars "" <updates@simplilearnmailer.com>","Akshaya, The GenAI Portfolio Webinar Is Tomorrow",2025,11
2025-10-17 06:08:21+00:00,"""Simplilearn"" <updates@simplilearnmailer.com>","=?utf-8?B?SUlUIEthbnB1cuKAmXMgNC1Nb250aCBCbG9ja2NoYWluIFByb2dy?=
	=?utf-8?B?YW0gd2l0aCBHZW4gQUkgJiBDaGF0R1BUIFRyYWluaW5n?=",2025,10
2025-12-23 04:32:21+00:00,Unstop Events <updates@unstop.events>,"=?utf-8?Q?Don=E2=80=99t?= Miss Out! Your MCQ Assessment Awaits|
 SAKSHAM CreditWise Challenge",2025,12
2025-11-08 06:08:24+00:00,"""Purdue University Online"" <updates@simplilearnmailer.com>",Transform Your Business Skills with ChatGPT & CodeWhisperer - 12-Week GenAI for Business by Purdue ,2025,11
2025-11-22 16:38:35+00:00,004 Akshaya B S <aksh31036@gmail.com>,"Re: Good evening sir, I want drive link for programming in Java for
 upcoming exam. Thank you sir",2025,11
2025-10-22 13:30:11+00:00,004 Akshaya B S <aksh31036@gmail.com>,"Re: Good evening sir, I want drive link for programming in Java for
 upcoming exam. Thank you sir",2025,10
2025-10-22 13:26:15+00:00,StudyWithPradipta <pradipta.you.24@gmail.com>,"Re: Good evening sir, I want drive link for programming in Java for
 upcoming exam. Thank you sir",2025,10
2025-10-22 13:10:19+00:00,004 Akshaya B S <aksh31036@gmail.com>,"Good evening sir, I want drive link for programming in Java for
 upcoming exam. Thank you sir ",2025,10
2025-10-10 13:30:42+00:00,SKILL INTERN | INSPIRE AI <noreply@nrichlearning.com>,=?UTF-8?Q?=F0=9F=97=93_Class_Scheduled_Alert!_?=,2025,10
2025-10-10 13:17:41+00:00,SKILL INTERN | INSPIRE AI <noreply@nrichlearning.com>,=?UTF-8?Q?=F0=9F=97=93_Class_Scheduled_Alert!_?=,2025,10
2025-12-19 17:27:48+00:00,Codecademy <learn@itr.mail.codecademy.com>,Experience end-of-year savings,2025,12
2025-10-26 08:09:29+00:00,"""Simplilearn"" <updates@simplilearnmailer.com>","Full Stack Developer Program with GenAI - ChatGPT, Copilot & Microsoft Certification",2025,10
2025-10-12 18:25:42+00:00,GitHub <support@github.com>,[Akshaya-B-S/Login-authentication-] Possible valid secrets detected,2025,10
2025-10-19 08:27:57+00:00,Google Gemini <google-gemini-noreply@google.com>,"004 Akshaya, navigate career prep and land the right role",2025,10
2025-11-02 07:41:31+00:00,"""Simplilearn"" <updates@simplilearnmailer.com>","Full Stack Developer Program with GenAI - ChatGPT, Copilot & Microsoft Certification",2025,11
2025-12-20 13:40:52+00:00,Jia from Unstop <noreply@dare2compete.news>,=?utf-8?q?=5BCongrats=5D_Intern_at_Google=2C_Akshaya=C2=A0-_Your_profile_is_a_match!?=,2025,12
2025-10-27 13:30:56+00:00,SKILL INTERN | INSPIRE AI <noreply@nrichlearning.com>,=?UTF-8?Q?=F0=9F=97=93_Class_Scheduled_Alert!_?=,2025,10
2025-10-27 13:16:00+00:00,SKILL INTERN | INSPIRE AI <noreply@nrichlearning.com>,=?UTF-8?Q?=F0=9F=97=93_Class_Scheduled_Alert!_?=,2025,10
2025-10-02 14:24:23+00:00,"""Simplilearn"" <updates@simplilearnmailer.com>","=?utf-8?B?WW91ciBOZXh0IFNraWxsIGlzIEp1c3QgYSBDbGljayBBd2F5IA==?=
	=?utf-8?B?8J+Rhw==?=",2025,10
2025-10-07 21:01:24+00:00,Codecademy <learn@itr.mail.codecademy.com>,October newsletter: Staying ahead this Cybersecurity Awareness Month,2025,10
2025-09-23 16:33:50+00:00,Kaggle <no-reply@kaggle.com>,Register for Our 5-Day AI Agents Intensive Course With Google,2025,9
2025-11-28 17:30:56+00:00,Codecademy <learn@itr.mail.codecademy.com>,LAST CHANCE: Save 60% on Pro,2025,11
2025-10-13 07:56:37+00:00,Google Gemini <google-gemini-noreply@google.com>,"004 Akshaya, need a little help with your homework?",2025,10
2025-10-06 07:23:27+00:00,"""Purdue University Online"" <updates@simplilearnmailer.com>",Transform Your Business Skills with ChatGPT & CodeWhisperer - 12-Week GenAI for Business by Purdue ,2025,10
2026-01-11 13:13:34+00:00,Jia from Unstop <noreply@unstop.news>,=?utf-8?q?EY_is_hiring_interns_-_Your_profile_is_a_match!?=,2026,1
2025-12-22 17:44:14+00:00,madhumitha@corizo.pro,"=?UTF-8?Q?Invitation_for_IBM_=26_IIT_Bombay_=E2=80=93_Powered_Industri?=
	=?UTF-8?Q?al_Training_Internship?=",2025,12
2025-10-09 13:05:33+00:00,Google Gemini <google-gemini-noreply@google.com>,"=?UTF-8?Q?004_Akshaya=2C_the_secret_to_stress=2Dless_adulthood=3F_=28I?=
	=?UTF-8?Q?t=E2=80=99s_in_here=2E=29?=",2025,10
2025-11-26 06:07:21+00:00,"""Purdue University Online"" <updates@simplilearnmailer.com>","=?utf-8?B?R2V0IEpvYi1SZWFkeSBpbiBHZW5lcmF0aXZlIEFJIHwgR2FpbiBF?=
	=?utf-8?B?eHBvc3VyZSB0byBDaGF0R1BULCBEQUxMwrdFIDIgJiBNb3JlIHwgQXBwbGll?=
	=?utf-8?B?ZCBHZW5lcmF0aXZlIEFJIGJ5IFB1cmR1ZQ==?=",2025,11
2025-10-29 16:22:24+00:00,Codecademy <learn@itr.mail.codecademy.com>,=?UTF-8?q?There=E2=80=99s_still_time_to_get_more_with_Pro?=,2025,10
2025-09-30 14:12:17+00:00,"""Simplilearn"" <updates@simplilearnmailer.com>","=?utf-8?B?8J+SqiBLZWVwIHRoZSBNb21lbnR1bSBHb2luZyDigJMgWW91ciBO?=
	=?utf-8?B?ZXh0IFNraWxsdXAgQ291cnNlIGlzIFJlYWR5?=",2025,9
2025-09-24 06:17:31+00:00,"""Purdue University Online"" <updates@simplilearnmailer.com>",From ChatGPT to CodeWhisperer - 12-Week GenAI for Business by Purdue Online,2025,9
2025-10-14 11:52:21+00:00,"""Simplilearn Webinars "" <updates@simplilearnmailer.com>",Tomorrow: The 30-Min Website Build with GenAI,2025,10
2025-10-07 07:42:44+00:00,"""Tamanna Yadav"" <tamanna.yadav@newsletters.analyticsvidhya.com>","Akshaya B S, here's your roadmap to mastering AI Agents",2025,10
2025-09-29 07:59:17+00:00,"""Simplilearn Webinars "" <updates@simplilearnmailer.com>",This is It. The AI Productivity Webinar is Hours Away,2025,9
2025-10-07 15:51:12+00:00,"""Kuku Courses"" <news@kukucourses.com>","=?UTF-8?B?V2F0Y2ggTmV3IERpc2NvcmQgRnJlZWU=?=
 =?UTF-8?B?IENvdXJzZSwgQUtTSEFZQSBCIFMg8J+OpQ==?=",2025,10
2025-09-25 13:57:28+00:00,"""Simplilearn"" <updates@simplilearnmailer.com>",=?utf-8?B?TmV3IENvdXJzZSwgTmV3IFlvdSDwn5GH?=,2025,9
2025-09-30 06:13:19+00:00,"""Simplilearn"" <updates@simplilearnmailer.com>",Advance Your Cybersecurity Career in 6 Months with IIIT Bangalore - Applications Closing Soon!,2025,9
2025-10-09 14:02:43+00:00,"""Simplilearn"" <updates@simplilearnmailer.com>",=?utf-8?B?TmV3IENvdXJzZSwgTmV3IFlvdSDwn5GH?=,2025,10
2026-01-16 08:21:44+00:00,NPTEL <onlinecourses@nptel.iitm.ac.in>,"=?UTF-8?Q?NPTEL_Newsletter=3A_NPTEL_Courses_Begin_Jan_19=2C_2026_=7C?=
	=?UTF-8?Q?_Jan=E2=80=93Apr_2026_Semester?=",2026,1
2026-01-08 14:45:59+00:00,Internshala <student@internshala.com>,=?UTF-8?Q?Your=20profile=20is=20a=20perfect=20match=20for=20these=20'Dat?= =?UTF-8?Q?a=20Science'=20internships?=,2026,1
2026-01-11 06:14:40+00:00,Jia from Unstop <noreply@unstop.news>,=?utf-8?q?Intern_with_Ankit_Aggrawal_-_CEO=2C_Unstop!?=,2026,1
2025-10-17 03:25:53+00:00,LeetCode <no-reply@leetcode.com>,LeetCode Weekly Digest,2025,10
2025-10-09 15:09:21+00:00,"""Simplilearn Webinars "" <updates@simplilearnmailer.com>",Learn from a Pro in GenAI & No-Code,2025,10
2025-10-03 04:21:22+00:00,LeetCode <no-reply@leetcode.com>,LeetCode Weekly Digest,2025,10
2025-12-26 06:18:19+00:00,Vinay from Internshala <student@internshala.com>,"=?UTF-8?Q?=F0=9F=8E=AB=20Akshaya,=20ISP=20application=20received=20|=20C?= =?UTF-8?Q?laim=20your=20direct=20entry=20ticket!?=",2025,12
2025-10-20 17:50:58+00:00,Codecademy <learn@itr.mail.codecademy.com>,Last chance to save 50%,2025,10
2025-09-26 01:11:14+00:00,"""Vanya Reddy"" <vanya@newsletters.analyticsvidhya.com>","Learn everything in Agentic AI, !",2025,9
2025-09-27 21:48:45+00:00,"""Coursera"" <Coursera@m.learn.coursera.org>",Earn your degree online from leading universities,2025,9
2025-10-03 07:09:19+00:00,"""Purdue University Online"" <updates@simplilearnmailer.com>",Transform Your Business Skills with ChatGPT & CodeWhisperer - 12-Week GenAI for Business by Purdue ,2025,10
2026-01-16 16:47:15+00:00,MyWebAR Team <hello@email.mywebar.com>,"Launch your new website in an hour, not months",2026,1
2025-10-19 18:29:35+00:00,noreply@nrichlearning.com,=?UTF-8?Q?Daily_Lead_Summary_=E2=80=93_2025-10-19?=,2025,10
2025-09-09 18:03:51+00:00,"""WordPress.com"" <welcome@wordpress.com>",Build your website in seconds with AI,2025,9
2025-09-20 21:48:15+00:00,"""Coursera"" <Coursera@m.learn.coursera.org>",These programs are just for you,2025,9
2025-10-12 15:33:04+00:00,Google Developer Program <googledev-noreply@google.com>,"=?UTF-8?Q?Congrats=21_Your_Google_Developer_Program_journey_star?=
	=?UTF-8?Q?ts_now_=F0=9F=9A=80?=",2025,10
2025-09-25 23:13:03+00:00,LeetCode <no-reply@leetcode.com>,LeetCode Weekly Digest,2025,9
2025-09-11 04:25:42+00:00,"""Microsoft Copilot"" <Copilot@infomails.microsoft.com>",See what a day with Copilot feels like,2025,9
2025-12-08 12:34:55+00:00,Unstop <noreply@emails.unstop.com>,"Recruiters are looking for you! =?utf-8?Q?=F0=9F=91=80?= Complete
 your profile now =?utf-8?Q?=F0=9F=AA=AA?=",2025,12
2025-12-29 10:36:17+00:00,FlutterFlow <noreply@flutterflow.io>,=?utf-8?Q?=F0=9F=9A=80=20Welcome=20to=20FlutterFlow=21?=,2025,12
2025-09-11 03:38:20+00:00,LeetCode <no-reply@leetcode.com>,"Akshaya-B-S, Join Your First Contest and Win 200 LeetCoins!",2025,9
2025-10-08 16:22:05+00:00,=?UTF-8?B?TGlua2VkSW4=?= <linkedin@e.linkedin.com>,Corizo Edutech Private Limited is hiring,2025,10
2025-12-01 06:05:31+00:00,"""Simplilearn"" <updates@simplilearnmailer.com>",Master AI-Powered Cybersecurity Tools | IIIT Bangalore: Advanced Executive Program,2025,12
2025-09-26 06:24:22+00:00,"""Simplilearn"" <updates@simplilearnmailer.com>","=?utf-8?B?TGVhcm4gV2lyZXNoYXJrLCBNZXRhc3Bsb2l0LCBEZWVwRXhwbG9p?=
	=?utf-8?B?dCAmIE1vcmUgLSBKb2luIElJVCBLYW5wdXLigJlzIEN5YmVyc2VjdXJpdHkg?=
	=?utf-8?B?UHJvZ3JhbQ==?=",2025,9
2025-09-10 14:59:17+00:00,"""Simplilearn Webinars "" <updates@simplilearnmailer.com>",Join Our Exclusive AI Productivity Workshop,2025,9
2025-09-11 18:05:35+00:00,"""WordPress.com"" <welcome@wordpress.com>",Need help building your WordPress website?,2025,9
2025-09-15 18:10:17+00:00,"""WordPress.com"" <welcome@wordpress.com>",Give yourself some space.,2025,9
2025-12-24 12:22:26+00:00,OPERATIONS Inspire AI <operations@inspire-ai.in>,Full Stack Web Development Class Rescheduled,2025,12
2025-12-05 18:03:08+00:00,Kaggle <no-reply@kaggle.com>,Hackathon Launch: Google DeepMind - Vibe Code with Gemini 3 Pro in AI Studio,2025,12
2025-09-16 18:10:26+00:00,"""WordPress.com"" <welcome@wordpress.com>",Need a hand? Our experts can help.,2025,9
2025-09-15 08:04:19+00:00,"""Simplilearn Webinars "" <updates@simplilearnmailer.com>",Reminder: Secure Your Spot for the AI Productivity Workshop,2025,9
2025-10-15 12:17:48+00:00,"""Tamanna Yadav"" <tamanna.yadav@newsletters.analyticsvidhya.com>","Hands-on Agentic AI projects for you, Akshaya B S!",2025,10
2025-10-22 14:53:17+00:00,Kaggle <no-reply@kaggle.com>,Competition Launch: PhysioNet - Digitization of ECG Images,2025,10
2025-10-13 14:45:04+00:00,Google Analytics <analytics-noreply@google.com>,Get started with your new Analytics account,2025,10
2025-11-24 06:09:28+00:00,"""Purdue University Online"" <updates@simplilearnmailer.com>",Transform Your Business Skills with ChatGPT & CodeWhisperer - 12-Week GenAI for Business by Purdue ,2025,11
2025-09-09 06:05:09+00:00,Codecademy <learn@itr.mail.codecademy.com>,Resources to help you land your dream job,2025,9
2025-09-21 06:50:27+00:00,"""Simplilearn"" <updates@simplilearnmailer.com>",Become a GenAI-Powered Full-Stack Developer - Microsoft Certified | AI Full-Stack Program,2025,9
2025-09-21 15:45:54+00:00,chandhuru@corizo.info,"LAST CALL: Apply For IBM Internship and Placement Mentorship Program
 for -",2025,9
2025-09-08 18:33:42+00:00,"""WordPress.com"" <help@wordpress.com>",Your WordPress.com Business plan is waiting for you!,2025,9
2025-09-23 06:11:25+00:00,"""Simplilearn"" <updates@simplilearnmailer.com>",Step into the Future with Blockchain & GenAI - 4-Month IIT Kanpur Program,2025,9
2025-10-23 06:21:25+00:00,"""E&ICT, IIT Guwahati"" <updates@simplilearnmailer.com>","Become a Cloud & DevOps Pro - AWS, Azure, GCP, DevSecOps & More | IIT Guwahati Program ",2025,10
2025-10-08 16:19:51+00:00,Kaggle <no-reply@kaggle.com>,"Build Your Own AI Agent - Join the 5-Day AI Agents Intensive Course
 With Google ",2025,10
2025-09-09 06:38:14+00:00,GitHub <noreply@github.com>,"[GitHub] A third-party GitHub Application has been added to your
 account",2025,9
2025-10-09 06:33:24+00:00,"""Purdue University Online"" <updates@simplilearnmailer.com>",Transform Your Business Skills with ChatGPT & CodeWhisperer - 12-Week GenAI for Business by Purdue ,2025,10
2025-09-08 17:26:56+00:00,"""WordPress.com"" <hello@wordpress.com>",Welcome to WordPress.com,2025,9
2025-09-08 21:46:47+00:00,"""Coursera"" <Coursera@m.learn.coursera.org>",Try Coursera Plus for free!,2025,9
2025-09-08 11:15:06+00:00,emotionalquotient2025@gmail.com,Your EQ Assessment Score,2025,9
2026-01-11 14:36:47+00:00,Team Unstop <noreply@unstop.news>,=?utf-8?q?Work_with_Top_Tech_Firms_=26_Win_=E2=82=B910_Lakhs_=7C_ET_GenAI_Hackathon_2026?=,2026,1
2025-12-22 14:34:35+00:00,004 Akshaya B S <aksh31036@gmail.com>,"=?UTF-8?Q?Re=3A_Hey_AKSHAYA_B_S_Your_E=2DCertificate_For_2_hours_B?=
	=?UTF-8?Q?ooTCamp_on_Power_Query_Essentials_=2D_Shaping_and_Transforming?=
	=?UTF-8?Q?_Your_Data=F0=9F=9A=80_=F0=9F=8C=90?=",2025,12
2025-12-22 10:24:04+00:00,novitech.blockchain@gmail.com,"=?UTF-8?Q?Hey_AKSHAYA_B_S_Your_E=2DCertificate_For_2_hours_BooTC?=
	=?UTF-8?Q?amp_on_Power_Query_Essentials_=2D_Shaping_and_Transforming_You?=
	=?UTF-8?Q?r_Data=F0=9F=9A=80_=F0=9F=8C=90?=",2025,12
2025-09-12 06:05:10+00:00,Codecademy <learn@itr.mail.codecademy.com>,=?UTF-8?q?See_your_first_week=E2=80=99s_stats?=,2025,9
2025-09-19 01:10:55+00:00,"""Vanya Reddy"" <vanya@newsletters.analyticsvidhya.com>","=?utf-8?B?QUkgRXhwZXJ0cyBGb2xsb3cgdGhpcyBSb2FkbWFwIOKAkyBEbyBZ?=
	=?utf-8?B?b3UgSGF2ZSBZb3Vycz8=?=",2025,9
2025-09-17 06:44:11+00:00,004 Akshaya B S <aksh31036@gmail.com>,,2025,9
2025-09-12 16:24:02+00:00,LeetCode <no-reply@leetcode.com>,=?utf-8?q?=E2=8F=B0_=5B=2460_OFF=5D_Limited_Time_Back_to_School_Special!?=,2025,9
2025-09-17 06:48:04+00:00,004 Akshaya B S <aksh31036@gmail.com>,,2025,9
2025-09-12 07:06:29+00:00,"""Microsoft Copilot"" <Copilot@engagemail.microsoft.com>",Get clear answers to complex questions,2025,9
2025-09-12 09:36:21+00:00,"""Simplilearn"" <updates@simplilearnmailer.com>",6 Months to Become a Certified Cybersecurity Professional with IIIT Bangalore,2025,9
2025-09-24 21:48:36+00:00,"""Coursera"" <Coursera@m.learn.coursera.org>","Build your skills, expand your horizons",2025,9
2025-09-12 14:18:20+00:00,"""Simplilearn Webinars "" <updates@simplilearnmailer.com>",The Future of Productivity is Here,2025,9
2025-09-25 07:32:16+00:00,"""Simplilearn"" <updates@simplilearnmailer.com>",Become a GenAI-Powered Full-Stack Developer - Microsoft Certified | AI Full-Stack Program,2025,9
2025-09-14 21:47:32+00:00,"""Coursera"" <Coursera@m.learn.coursera.org>",New job-ready skills await!,2025,9
2025-09-16 13:54:17+00:00,"""Simplilearn"" <updates@simplilearnmailer.com>","=?utf-8?B?8J+SqiBLZWVwIHRoZSBNb21lbnR1bSBHb2luZyDigJMgWW91ciBO?=
	=?utf-8?B?ZXh0IFNraWxsdXAgQ291cnNlIGlzIFJlYWR5?=",2025,9
2025-09-09 06:38:50+00:00,"""WordPress.com"" <donotreply@wordpress.com>",Log in to WordPress.com,2025,9
2025-09-09 06:38:22+00:00,"""WordPress.com"" <donotreply@wordpress.com>",Log in to WordPress.com,2025,9
2025-09-09 06:38:20+00:00,"""WordPress.com"" <donotreply@wordpress.com>",Log in to WordPress.com,2025,9
2025-09-09 06:36:43+00:00,"""WordPress.com"" <donotreply@wordpress.com>",Log in to WordPress.com,2025,9
2025-09-09 05:22:04+00:00,"""WordPress.com"" <donotreply@wordpress.com>",Log in to WordPress.com,2025,9
2025-09-18 13:55:22+00:00,"""Simplilearn"" <updates@simplilearnmailer.com>","=?utf-8?B?WW91ciBOZXh0IFNraWxsIGlzIEp1c3QgYSBDbGljayBBd2F5IA==?=
	=?utf-8?B?8J+Rhw==?=",2025,9
2025-10-08 14:37:29+00:00,"""Yashwant ."" <yaswanth@learnflu.com>",Confirmation of Slot Hold!,2025,10
2026-01-14 16:35:59+00:00,"""LinkedIn"" <linkedin@em.linkedin.com>",Be first to hear about new openings,2026,1
2025-08-23 15:38:12+00:00,GitHub <noreply@github.com>,[GitHub] Please verify your device,2025,8
2025-10-27 08:21:24+00:00,"""Simplilearn Webinars "" <updates@simplilearnmailer.com>","=?utf-8?B?QWtzaGF5YSwgRXZlcnlvbmXigJlzIEdyb3dpbmcgV2l0aCBBSSwg?=
	=?utf-8?B?QXJlIFlvdT8=?=",2025,10
2025-09-23 15:28:21+00:00,"""Simplilearn"" <updates@simplilearnmailer.com>",Looking for another course?,2025,9
2025-09-04 17:54:17+00:00,Kaggle <no-reply@kaggle.com>,Hackathon Highlight: OpenAI to Z Challenge!,2025,9
2025-09-26 15:39:33+00:00,"""Kuku Courses"" <news@kukucourses.com>","=?UTF-8?B?8J+agCBNYXN0ZXIgU2xhY2sgaW4gTWludXQ=?=
 =?UTF-8?B?ZXMgKEZyZWVlIENvdXJzZSBJbnNpZGUhKQ==?=",2025,9
2025-09-17 06:46:41+00:00,004 Akshaya B S <aksh31036@gmail.com>,,2025,9
2025-08-26 13:02:33+00:00,"""Simplilearn"" <updates@simplilearnmailer.com>",Looking for another course?,2025,8
2025-09-08 06:05:08+00:00,Codecademy <learn@itr.mail.codecademy.com>,"Unlock career paths, certificates, and more",2025,9
2025-12-02 13:30:57+00:00,SKILL INTERN | INSPIRE AI <noreply@nrichlearning.com>,=?UTF-8?Q?=F0=9F=97=93_Class_Scheduled_Alert!_?=,2025,12
2025-09-02 13:53:22+00:00,"""Simplilearn"" <updates@simplilearnmailer.com>","=?utf-8?B?8J+SqiBLZWVwIHRoZSBNb21lbnR1bSBHb2luZyDigJMgWW91ciBO?=
	=?utf-8?B?ZXh0IFNraWxsdXAgQ291cnNlIGlzIFJlYWR5?=",2025,9
